transaction_id,user_id,timestamp,transaction_type,feature_name,amount
T_5239889,U_07322,2026-04-04 05:50:14.581458,coin_source,Store Bundle,3687.0
T_7673567,U_07542,2026-04-03 06:34:35.967596,coin_sink,Daily Reward,3553.0
T_4306416,U_00833,2025-08-11 08:54:17.605760,coin_sink,Daily Reward,1281.0
T_3013776,U_04578,2025-12-15 01:51:10.747074,coin_source,Baloot Room,2409.0
T_4128310,U_07904,2026-04-18 11:43:13.339333,iap_purchase,Tournament Entry,9.99
T_4956049,U_08443,2026-05-10 03:55:53.735373,coin_source,Baloot Room,1916.0
T_2822397,U_01306,2025-08-29 15:17:39.585958,coin_source,Tournament Entry,1521.0
T_1499518,U_03758,2025-11-30 03:27:40.126012,coin_source,Baloot Room,6561.0
T_6327874,U_06174,2026-02-20 08:05:19.711971,coin_source,Store Bundle,9991.0
T_4476875,U_04578,2025-12-29 01:51:10.747074,coin_source,Tournament Entry,9681.0
T_3149307,U_06140,2026-02-20 02:18:06.588658,iap_purchase,Store Bundle,4.99
T_8302883,U_00176,2025-07-23 09:18:55.193519,coin_source,Daily Reward,8252.0
T_1537841,U_08305,2026-05-02 03:01:53.411341,coin_sink,Daily Reward,2187.0
T_9524115,U_03696,2025-11-26 21:08:37.371737,coin_sink,Baloot Room,1707.0
T_1955620,U_09827,2026-06-27 16:26:12.637263,coin_source,Baloot Room,9226.0
T_1655802,U_02422,2025-10-01 09:00:29.162916,coin_source,Baloot Room,2666.0
T_5569659,U_05177,2026-02-04 22:37:46.066606,coin_source,Daily Reward,4350.0
T_6915733,U_01842,2025-09-07 04:52:38.235823,coin_source,Tournament Entry,7582.0
T_4029317,U_00116,2025-07-28 04:45:00.270027,coin_sink,Daily Reward,1660.0
T_1446818,U_07557,2026-04-02 19:43:04.698469,iap_purchase,Store Bundle,4.99
T_3159069,U_00791,2025-07-31 20:06:33.159315,coin_sink,Baloot Room,4374.0
T_9609304,U_02978,2025-10-29 16:06:46.120612,coin_source,Store Bundle,582.0
T_3491499,U_04072,2025-12-05 14:33:09.558955,coin_source,Baloot Room,5421.0
T_7263961,U_08878,2026-06-10 01:01:46.930693,coin_source,Store Bundle,5150.0
T_5864733,U_00226,2025-07-10 05:07:10.963096,coin_sink,Tournament Entry,1817.0
T_5397974,U_09019,2026-06-02 04:33:29.000900,coin_sink,Tournament Entry,4636.0
T_2523423,U_09261,2026-06-05 00:34:16.525652,coin_sink,Baloot Room,1168.0
T_6747102,U_01747,2025-09-05 17:38:56.273627,coin_sink,Tournament Entry,2817.0
T_6504107,U_03125,2025-11-01 00:53:51.683168,coin_sink,Store Bundle,2417.0
T_7371079,U_02383,2025-10-16 22:50:26.462646,coin_source,Store Bundle,8132.0
T_5532118,U_05931,2026-02-14 11:11:58.271827,coin_source,Baloot Room,9577.0
T_3909675,U_08899,2026-05-23 19:25:39.153915,coin_sink,Baloot Room,686.0
T_8445587,U_04445,2025-12-13 05:20:00.000000,coin_source,Tournament Entry,2158.0
T_3015042,U_02995,2025-10-21 07:00:22.682268,coin_source,Daily Reward,1245.0
T_9188631,U_08366,2026-05-02 08:28:22.250225,iap_purchase,Baloot Room,9.99
T_6432333,U_06168,2026-02-13 02:49:56.219621,iap_purchase,Baloot Room,4.99
T_1889903,U_07907,2026-05-21 14:20:55.085508,coin_source,Tournament Entry,5178.0
T_6685624,U_08068,2026-05-14 11:23:55.463546,coin_source,Store Bundle,5672.0
T_7437889,U_01088,2025-09-01 16:18:26.030603,coin_sink,Store Bundle,180.0
T_6117962,U_01546,2025-08-27 09:33:19.279927,coin_sink,Tournament Entry,1084.0
T_8025176,U_08103,2026-05-14 18:03:42.502250,coin_source,Tournament Entry,1102.0
T_3333282,U_05064,2026-01-04 19:37:53.627362,coin_source,Tournament Entry,2908.0
T_7691698,U_04933,2026-01-06 00:51:50.711071,coin_source,Daily Reward,4473.0
T_8343252,U_09633,2026-06-26 14:28:33.051305,iap_purchase,Baloot Room,9.99
T_8124198,U_06894,2026-03-18 14:52:18.793879,coin_sink,Daily Reward,3288.0
T_7629535,U_05929,2026-02-02 09:26:50.441044,coin_source,Daily Reward,5619.0
T_5155429,U_06086,2026-03-05 02:59:35.157515,coin_source,Baloot Room,1386.0
T_9839130,U_04858,2025-12-31 07:09:27.056705,coin_sink,Baloot Room,3876.0
T_3305462,U_03869,2025-12-04 04:42:24.734473,coin_sink,Store Bundle,2491.0
T_7693418,U_00931,2025-08-07 22:45:41.314131,iap_purchase,Baloot Room,4.99
T_3531909,U_00579,2025-07-28 02:22:43.096309,coin_sink,Tournament Entry,1280.0
T_1850876,U_00229,2025-07-20 07:44:52.709270,coin_source,Daily Reward,3686.0
T_8961019,U_02404,2025-09-28 17:14:18.685868,coin_sink,Tournament Entry,1596.0
T_3346311,U_06510,2026-02-23 14:27:15.283528,coin_sink,Daily Reward,1238.0
T_9799751,U_09026,2026-06-04 10:41:26.408640,coin_sink,Daily Reward,1889.0
T_8106936,U_00924,2025-08-08 16:37:43.906390,coin_source,Baloot Room,4002.0
T_1848917,U_03409,2025-11-03 09:42:23.654365,coin_sink,Store Bundle,1120.0
T_8106710,U_09004,2026-05-25 15:25:00.270027,coin_source,Baloot Room,8100.0
T_7086945,U_08893,2026-06-09 14:10:15.661566,coin_sink,Baloot Room,2733.0
T_9147241,U_00016,2025-07-02 13:08:28.730873,coin_sink,Baloot Room,1238.0
T_8495553,U_01178,2025-09-06 23:09:18.415841,coin_sink,Store Bundle,1832.0
T_3777953,U_02268,2025-09-29 18:05:26.192619,coin_source,Daily Reward,1791.0
T_5043633,U_01034,2025-08-15 16:59:54.599459,iap_purchase,Baloot Room,4.99
T_9011781,U_02422,2025-10-03 09:00:29.162916,coin_source,Tournament Entry,9010.0
T_2260033,U_06520,2026-02-23 23:12:54.437443,coin_sink,Baloot Room,2645.0
T_5480116,U_07670,2026-04-20 22:42:57.137713,coin_sink,Baloot Room,2313.0
T_3308801,U_07158,2026-03-30 06:09:32.457245,coin_source,Store Bundle,6244.0
T_4566029,U_06730,2026-03-30 15:11:36.669666,coin_sink,Daily Reward,2417.0
T_2140869,U_01612,2025-09-20 19:22:37.695769,coin_sink,Daily Reward,4085.0
T_4393908,U_09836,2026-06-26 00:19:17.875787,coin_source,Baloot Room,6208.0
T_3985952,U_03416,2025-11-03 15:50:21.062106,coin_source,Store Bundle,5194.0
T_6739989,U_00645,2025-07-24 12:12:01.512151,iap_purchase,Baloot Room,4.99
T_5579471,U_01193,2025-08-14 12:17:47.146714,coin_sink,Daily Reward,4774.0
T_4703479,U_02868,2025-10-17 15:44:35.427542,coin_sink,Tournament Entry,3727.0
T_3911280,U_03997,2025-11-26 20:50:45.904590,coin_source,Store Bundle,8787.0
T_2726388,U_04352,2025-12-09 19:51:25.868586,coin_sink,Tournament Entry,3593.0
T_4992807,U_00432,2025-07-23 17:35:37.533753,iap_purchase,Store Bundle,4.99
T_1735112,U_06965,2026-03-16 05:04:26.786678,iap_purchase,Tournament Entry,4.99
T_7357759,U_00404,2025-07-18 17:03:47.902790,coin_source,Store Bundle,7060.0
T_1425156,U_07922,2026-05-17 03:29:23.816381,coin_sink,Baloot Room,2225.0
T_8083274,U_08333,2026-05-03 03:33:43.042304,coin_sink,Baloot Room,2568.0
T_5515512,U_03670,2025-11-18 22:21:55.571557,iap_purchase,Store Bundle,9.99
T_5382641,U_08322,2026-05-13 17:55:29.972997,coin_sink,Tournament Entry,4034.0
T_5882061,U_05760,2026-02-12 05:23:18.739873,coin_source,Tournament Entry,8379.0
T_2718701,U_00458,2025-07-28 16:22:19.333933,coin_sink,Baloot Room,1231.0
T_8596455,U_06399,2026-02-24 13:12:30.675067,coin_sink,Baloot Room,2583.0
T_8750780,U_05700,2026-01-26 00:49:23.816381,coin_source,Daily Reward,7908.0
T_6060707,U_08775,2026-05-23 06:47:33.645364,coin_sink,Store Bundle,3410.0
T_8609417,U_01184,2025-08-27 04:24:41.908190,coin_source,Tournament Entry,4817.0
T_6129143,U_03078,2025-11-03 07:43:17.659765,coin_source,Store Bundle,1206.0
T_5827452,U_01452,2025-08-23 23:12:11.233123,coin_sink,Store Bundle,4304.0
T_2875781,U_09369,2026-06-13 23:11:19.387938,coin_source,Baloot Room,7509.0
T_2117473,U_00528,2025-08-16 05:41:53.411341,coin_sink,Store Bundle,4740.0
T_9519815,U_04591,2025-12-15 13:14:31.647164,coin_sink,Store Bundle,4263.0
T_5580765,U_02430,2025-09-27 16:01:00.486048,coin_source,Baloot Room,6294.0
T_9146198,U_00344,2025-07-16 12:29:52.979297,coin_sink,Baloot Room,740.0
T_2965615,U_06605,2026-02-27 01:40:57.245724,coin_sink,Baloot Room,4879.0
T_6252047,U_07837,2026-05-18 01:01:21.008100,iap_purchase,Daily Reward,9.99
T_3522726,U_09223,2026-06-08 15:16:47.740774,coin_sink,Tournament Entry,913.0
T_3091489,U_02807,2025-10-11 10:18:06.588658,coin_source,Store Bundle,2372.0
T_2943455,U_06474,2026-03-16 06:54:54.329432,coin_sink,Daily Reward,4928.0
T_7744320,U_05913,2026-02-17 19:25:47.794779,coin_source,Store Bundle,8858.0
T_1420348,U_01837,2025-09-20 00:29:48.658865,coin_sink,Baloot Room,398.0
T_4597598,U_06155,2026-03-09 15:26:35.319531,coin_sink,Tournament Entry,3360.0
T_5003045,U_02785,2025-10-23 15:01:40.450045,coin_sink,Tournament Entry,303.0
T_4743646,U_01190,2025-08-14 09:40:05.400540,iap_purchase,Tournament Entry,9.99
T_1523265,U_05150,2026-01-04 22:58:30.351035,coin_source,Daily Reward,7035.0
T_6892080,U_07003,2026-03-14 14:21:55.571557,coin_sink,Tournament Entry,1282.0
T_8483603,U_05789,2026-02-13 06:47:42.286228,coin_sink,Store Bundle,4601.0
T_3431385,U_01788,2025-09-09 05:34:06.804680,coin_source,Store Bundle,5410.0
T_3657636,U_07613,2026-04-12 20:46:43.960396,iap_purchase,Baloot Room,4.99
T_3548604,U_07512,2026-04-07 04:17:38.505850,coin_source,Store Bundle,4105.0
T_4460467,U_02302,2025-09-23 23:52:39.315931,coin_source,Baloot Room,2131.0
T_2226427,U_08010,2026-05-09 08:35:08.370837,coin_sink,Tournament Entry,2009.0
T_2001536,U_09149,2026-06-03 22:26:58.001800,coin_sink,Baloot Room,4567.0
T_4759521,U_07826,2026-04-12 15:23:07.938793,coin_sink,Tournament Entry,4163.0
T_7707180,U_01239,2025-08-31 04:35:47.254725,coin_source,Daily Reward,2304.0
T_2899629,U_09451,2026-06-15 23:01:40.450045,coin_source,Tournament Entry,5919.0
T_9727446,U_08830,2026-05-24 06:58:38.991899,coin_sink,Tournament Entry,3223.0
T_4476527,U_01616,2025-09-20 22:52:53.357335,iap_purchase,Baloot Room,4.99
T_8574782,U_00781,2025-07-30 11:20:54.005400,iap_purchase,Daily Reward,19.99
T_6795668,U_04923,2025-12-28 16:06:11.557155,iap_purchase,Baloot Room,4.99
T_1635081,U_09340,2026-06-10 21:46:55.841584,coin_sink,Daily Reward,4783.0
T_3375303,U_08486,2026-05-08 17:36:12.097209,coin_sink,Tournament Entry,3456.0
T_9750204,U_07914,2026-04-16 20:28:52.493249,iap_purchase,Baloot Room,4.99
T_7071856,U_07165,2026-04-05 12:17:29.864986,coin_sink,Tournament Entry,735.0
T_2737178,U_09796,2026-06-30 13:16:41.260126,coin_sink,Baloot Room,4444.0
T_1969228,U_01252,2025-09-01 15:59:08.154815,coin_sink,Tournament Entry,2418.0
T_3918039,U_00605,2025-08-09 01:09:24.896489,coin_source,Daily Reward,9352.0
T_1094461,U_02304,2025-09-27 01:37:47.146714,coin_source,Daily Reward,5133.0
T_7547605,U_04848,2025-12-31 22:23:47.902790,coin_source,Tournament Entry,626.0
T_9189038,U_07593,2026-04-20 03:15:25.652565,coin_sink,Baloot Room,3703.0
T_4274621,U_05207,2026-01-19 00:54:43.528352,coin_source,Daily Reward,7511.0
T_1818385,U_02129,2025-09-16 16:18:51.953195,coin_sink,Tournament Entry,1972.0
T_1615053,U_07261,2026-03-25 00:23:45.742574,coin_sink,Tournament Entry,3980.0
T_5937329,U_07812,2026-04-21 03:07:13.123312,iap_purchase,Daily Reward,4.99
T_1953178,U_07089,2026-03-16 17:42:32.295229,coin_sink,Daily Reward,4874.0
T_1286566,U_08049,2026-04-28 18:45:11.071107,coin_source,Daily Reward,6666.0
T_7716573,U_02626,2025-10-04 19:43:47.902790,coin_sink,Store Bundle,2738.0
T_7992790,U_02100,2025-09-28 14:54:28.406840,coin_source,Store Bundle,4655.0
T_6106918,U_05652,2026-02-10 06:46:15.877587,coin_sink,Baloot Room,2135.0
T_2265136,U_09350,2026-06-25 06:32:34.995499,coin_sink,Baloot Room,516.0
T_7601942,U_02354,2025-10-14 21:26:02.916291,coin_sink,Store Bundle,604.0
T_8185546,U_09724,2026-06-21 22:11:59.351935,iap_purchase,Baloot Room,19.99
T_8314931,U_03431,2025-12-09 04:58:49.792979,coin_source,Tournament Entry,2134.0
T_6442184,U_02732,2025-10-29 16:35:42.934293,coin_source,Tournament Entry,1623.0
T_7950734,U_04428,2025-12-10 14:26:23.438343,coin_source,Tournament Entry,3355.0
T_6992728,U_09510,2026-06-20 02:43:01.458145,iap_purchase,Daily Reward,19.99
T_8880537,U_04415,2025-12-25 03:03:02.538253,coin_source,Store Bundle,3530.0
T_8720451,U_09034,2026-06-01 17:41:57.731773,coin_source,Daily Reward,2624.0
T_6137175,U_09119,2026-05-30 20:10:00.540054,coin_sink,Baloot Room,4426.0
T_5042520,U_02241,2025-10-09 18:26:10.477047,iap_purchase,Tournament Entry,9.99
T_9729260,U_02242,2025-09-28 19:18:44.392439,coin_sink,Store Bundle,1846.0
T_1476736,U_09508,2026-06-27 00:57:53.627362,coin_sink,Baloot Room,2090.0
T_6917227,U_08099,2026-04-26 14:33:26.840684,coin_source,Store Bundle,4681.0
T_7780892,U_03938,2025-11-26 17:09:24.896489,coin_source,Tournament Entry,215.0
T_2354043,U_09389,2026-06-12 16:42:37.695769,coin_source,Baloot Room,295.0
T_8283136,U_03281,2025-10-28 17:34:02.484248,coin_source,Store Bundle,7065.0
T_6557671,U_03456,2025-11-04 02:52:57.677767,coin_source,Store Bundle,682.0
T_9211215,U_06629,2026-03-15 22:42:31.215121,coin_source,Baloot Room,5179.0
T_1390800,U_03149,2025-11-07 21:55:25.652565,iap_purchase,Daily Reward,4.99
T_6273192,U_07734,2026-04-24 06:47:07.722772,coin_source,Tournament Entry,6199.0
T_8280679,U_06157,2026-02-22 17:11:43.150315,coin_source,Store Bundle,2291.0
T_6232850,U_00685,2025-07-26 23:14:38.127812,coin_source,Tournament Entry,5669.0
T_1713655,U_03817,2025-11-17 07:09:01.134113,coin_sink,Store Bundle,448.0
T_9517260,U_03025,2025-10-23 09:17:20.144014,coin_sink,Tournament Entry,3530.0
T_3303103,U_01525,2025-08-25 15:09:27.056705,coin_sink,Baloot Room,1338.0
T_9466434,U_08791,2026-05-19 20:48:36.291629,coin_source,Tournament Entry,9947.0
T_7899882,U_02870,2025-10-14 17:29:43.258325,coin_source,Store Bundle,1710.0
T_4182314,U_06386,2026-02-22 01:49:09.774977,iap_purchase,Store Bundle,9.99
T_2360790,U_01094,2025-08-16 21:33:49.522952,iap_purchase,Baloot Room,9.99
T_3859567,U_09490,2026-06-19 09:11:43.150315,coin_source,Tournament Entry,4944.0
T_2249756,U_04520,2025-12-15 23:02:23.654365,coin_source,Baloot Room,2176.0
T_1610034,U_08135,2026-04-24 22:05:47.794779,iap_purchase,Daily Reward,4.99
T_8417555,U_05262,2026-02-26 01:05:48.874887,coin_source,Daily Reward,3930.0
T_9321108,U_00218,2025-07-09 22:06:39.639963,coin_sink,Store Bundle,1585.0
T_9639657,U_04170,2025-12-06 04:24:33.267326,iap_purchase,Store Bundle,19.99
T_6860482,U_07586,2026-04-24 21:07:28.244824,coin_sink,Store Bundle,2278.0
T_1573337,U_03663,2025-11-17 16:13:58.163816,coin_source,Store Bundle,2466.0
T_7449754,U_09214,2026-06-06 07:23:42.502250,coin_source,Tournament Entry,1292.0
T_1783654,U_00364,2025-07-19 06:01:11.287128,coin_sink,Baloot Room,1256.0
T_8945516,U_05888,2026-02-03 21:31:39.909991,coin_source,Tournament Entry,7611.0
T_2097262,U_06566,2026-03-02 15:30:54.545454,coin_sink,Daily Reward,2018.0
T_1226221,U_08300,2026-05-07 22:39:03.834383,coin_sink,Tournament Entry,3178.0
T_5764065,U_07669,2026-04-16 21:50:23.222322,coin_sink,Daily Reward,3151.0
T_1043104,U_07709,2026-04-26 08:52:59.837983,coin_source,Tournament Entry,2190.0
T_7058822,U_05224,2026-01-09 15:48:20.090009,coin_source,Tournament Entry,3244.0
T_2879736,U_04524,2025-12-13 02:32:39.315931,coin_sink,Tournament Entry,2608.0
T_2819214,U_09190,2026-06-07 10:22:08.532853,coin_source,Baloot Room,4004.0
T_9778814,U_08137,2026-06-07 23:50:55.625562,coin_sink,Store Bundle,4812.0
T_4357887,U_00831,2025-08-10 07:09:09.774977,coin_sink,Tournament Entry,520.0
T_9773288,U_00109,2025-07-07 22:37:02.862286,coin_sink,Baloot Room,488.0
T_6189659,U_03443,2025-11-10 15:29:36.777677,iap_purchase,Tournament Entry,49.99
T_1855415,U_00319,2025-07-15 14:35:45.094509,coin_sink,Tournament Entry,718.0
T_8601225,U_00537,2025-07-20 13:34:58.649864,coin_source,Daily Reward,9453.0
T_3176143,U_01684,2025-09-18 10:27:19.603960,iap_purchase,Daily Reward,4.99
T_6448777,U_05899,2026-02-01 07:09:52.979297,coin_sink,Store Bundle,4966.0
T_1412554,U_04946,2026-01-03 12:15:11.611161,coin_sink,Daily Reward,3320.0
T_6480878,U_07570,2026-04-06 07:06:25.598559,coin_sink,Daily Reward,2126.0
T_9512040,U_09878,2026-06-26 13:07:02.322232,coin_source,Baloot Room,5795.0
T_9146565,U_04020,2025-12-09 16:59:45.958595,coin_source,Baloot Room,3237.0
T_5623188,U_04330,2025-12-13 00:34:59.729972,coin_sink,Tournament Entry,4764.0
T_9206749,U_02548,2025-10-17 23:23:42.502250,coin_source,Store Bundle,6297.0
T_7005144,U_07405,2026-04-21 06:33:09.558955,coin_source,Daily Reward,962.0
T_3184382,U_02818,2025-10-16 19:56:19.657965,coin_source,Store Bundle,7206.0
T_5902455,U_08588,2026-05-10 10:57:51.467146,iap_purchase,Tournament Entry,49.99
T_6850868,U_04521,2026-01-05 23:54:57.569756,iap_purchase,Tournament Entry,19.99
T_4839048,U_08940,2026-06-08 07:20:49.684968,coin_source,Daily Reward,1368.0
T_5228572,U_07500,2026-04-12 17:46:51.521152,coin_sink,Daily Reward,2734.0
T_6211291,U_04104,2025-12-09 18:35:14.851485,coin_source,Store Bundle,6733.0
T_5939703,U_07212,2026-04-15 05:28:03.888388,coin_sink,Daily Reward,138.0
T_5468253,U_07199,2026-03-30 18:04:42.988298,coin_source,Daily Reward,2299.0
T_4118048,U_00311,2025-07-13 07:35:13.771377,coin_source,Tournament Entry,8398.0
T_6828971,U_09294,2026-06-06 05:28:55.733573,coin_source,Daily Reward,5251.0
T_2289978,U_09705,2026-06-21 05:33:14.959495,coin_source,Baloot Room,9564.0
T_2523518,U_02094,2025-09-15 09:39:04.914491,coin_sink,Daily Reward,3851.0
T_9994741,U_06591,2026-02-27 13:25:02.430243,coin_source,Store Bundle,7346.0
T_2725327,U_07752,2026-04-20 22:33:18.199819,coin_sink,Baloot Room,3307.0
T_5775362,U_03424,2025-11-04 22:50:52.385238,coin_source,Baloot Room,5051.0
T_6176645,U_01566,2025-09-26 03:04:37.587758,coin_source,Store Bundle,8281.0
T_8117981,U_05417,2026-01-21 16:53:25.760576,coin_source,Daily Reward,4195.0
T_3615672,U_09456,2026-06-11 03:24:30.027002,iap_purchase,Store Bundle,4.99
T_5824078,U_07659,2026-04-18 13:04:44.068406,coin_source,Daily Reward,2099.0
T_4384796,U_00499,2025-07-20 04:17:29.864986,coin_sink,Daily Reward,4792.0
T_8526561,U_02265,2025-10-08 15:27:44.446444,coin_sink,Daily Reward,319.0
T_2281334,U_03913,2025-11-22 19:15:17.011701,coin_sink,Store Bundle,4894.0
T_9833991,U_07038,2026-03-16 21:01:42.610261,coin_source,Baloot Room,6480.0
T_6591727,U_02507,2025-10-10 11:28:31.971197,coin_source,Daily Reward,4780.0
T_4278218,U_02468,2025-10-06 01:18:29.270927,coin_sink,Tournament Entry,260.0
T_1237108,U_02917,2025-10-22 10:40:17.281728,iap_purchase,Tournament Entry,9.99
T_7516796,U_09621,2026-06-17 03:57:46.066606,coin_sink,Tournament Entry,3603.0
T_6941499,U_05669,2026-01-25 21:39:52.439243,coin_source,Baloot Room,9632.0
T_1178206,U_06677,2026-03-09 16:45:39.153915,coin_source,Daily Reward,6424.0
T_1986131,U_05623,2026-02-09 05:21:52.331233,coin_source,Tournament Entry,2128.0
T_8392088,U_09404,2026-06-21 05:51:06.426642,coin_source,Baloot Room,4680.0
T_4281055,U_01257,2025-08-30 20:21:57.731773,coin_source,Store Bundle,8633.0
T_5555223,U_09309,2026-06-08 18:37:24.464446,iap_purchase,Baloot Room,19.99
T_6815428,U_07275,2026-03-26 12:39:40.558055,coin_sink,Store Bundle,4506.0
T_6795854,U_00225,2025-07-19 04:14:37.047704,coin_sink,Tournament Entry,2029.0
T_4455454,U_03166,2025-11-02 12:49:02.214221,coin_sink,Baloot Room,1884.0
T_4723663,U_06332,2026-02-17 02:30:38.343834,coin_source,Tournament Entry,6528.0
T_4837577,U_07754,2026-04-14 00:18:26.030603,coin_source,Tournament Entry,686.0
T_5861863,U_01868,2025-09-27 03:39:20.036003,coin_sink,Baloot Room,4309.0
T_1990515,U_01424,2025-08-21 22:40:21.602160,coin_sink,Daily Reward,2627.0
T_1417675,U_05119,2026-01-10 19:48:58.973897,coin_sink,Tournament Entry,4921.0
T_7159697,U_04719,2025-12-25 05:22:52.817281,coin_sink,Tournament Entry,1614.0
T_6323925,U_03514,2025-11-06 05:41:44.770477,coin_sink,Daily Reward,334.0
T_5587778,U_06527,2026-03-07 05:20:51.845184,coin_sink,Store Bundle,4563.0
T_6791639,U_03340,2025-10-30 21:15:23.492349,coin_sink,Tournament Entry,3259.0
T_2719904,U_02592,2025-10-21 13:56:34.779477,coin_sink,Tournament Entry,1170.0
T_8599827,U_09181,2026-06-14 02:29:03.294329,coin_source,Daily Reward,4054.0
T_7620754,U_00919,2025-08-04 12:14:54.329432,iap_purchase,Tournament Entry,9.99
T_4242385,U_03614,2025-11-11 21:18:16.309630,iap_purchase,Daily Reward,4.99
T_7044373,U_07780,2026-04-11 23:05:07.830783,coin_sink,Tournament Entry,3250.0
T_5350550,U_04040,2025-11-25 10:31:04.266426,coin_sink,Store Bundle,316.0
T_2331337,U_04821,2026-01-03 22:44:32.187218,coin_sink,Store Bundle,4018.0
T_3826366,U_05745,2026-01-31 16:14:50.009000,coin_sink,Daily Reward,1451.0
T_4611243,U_00449,2025-07-17 08:29:14.095409,coin_sink,Store Bundle,4194.0
T_1514905,U_00849,2025-07-31 22:55:20.252025,coin_sink,Tournament Entry,2160.0
T_3697129,U_05045,2026-01-10 02:59:09.234923,coin_sink,Tournament Entry,2050.0
T_6039877,U_02385,2025-10-01 00:35:34.293429,iap_purchase,Tournament Entry,4.99
T_6608020,U_07294,2026-04-11 05:18:24.950495,coin_sink,Tournament Entry,4338.0
T_3449113,U_06168,2026-02-18 02:49:56.219621,coin_source,Store Bundle,1629.0
T_3198671,U_02883,2025-10-19 04:53:04.158415,coin_source,Daily Reward,9896.0
T_2075227,U_05925,2026-02-23 05:56:34.779477,coin_source,Tournament Entry,1006.0
T_8680372,U_08975,2026-06-06 14:00:36.723672,coin_sink,Daily Reward,4084.0
T_2147584,U_01449,2025-08-22 20:34:29.486948,coin_source,Store Bundle,9815.0
T_3968912,U_09005,2026-06-05 16:17:34.185418,coin_sink,Store Bundle,4382.0
T_8444789,U_03199,2025-10-25 17:43:41.422142,coin_source,Store Bundle,1429.0
T_1628712,U_00018,2025-07-01 14:53:36.561656,coin_source,Baloot Room,4504.0
T_6067956,U_01432,2025-08-23 05:40:52.925292,iap_purchase,Baloot Room,4.99
T_8709839,U_06870,2026-03-13 17:50:44.824482,coin_source,Baloot Room,5954.0
T_9597276,U_05364,2026-01-24 18:27:28.244824,coin_source,Tournament Entry,9307.0
T_8560695,U_01948,2025-09-17 01:44:33.267326,coin_source,Tournament Entry,4932.0
T_6709712,U_07810,2026-04-19 01:22:05.292529,coin_sink,Daily Reward,2183.0
T_1466504,U_04384,2025-12-08 23:53:31.161116,coin_sink,Store Bundle,1464.0
T_3720660,U_05045,2026-02-14 02:59:09.234923,coin_sink,Daily Reward,4414.0
T_3850635,U_07526,2026-04-15 16:33:33.321332,coin_sink,Baloot Room,542.0
T_8226258,U_05297,2026-01-22 07:45:35.913591,coin_sink,Tournament Entry,409.0
T_7555709,U_03995,2025-12-21 19:05:38.073807,coin_sink,Baloot Room,4679.0
T_6831175,U_06499,2026-03-02 04:49:02.214221,coin_source,Store Bundle,1901.0
T_4743006,U_00084,2025-07-06 00:42:54.977497,coin_source,Daily Reward,5156.0
T_9850062,U_07479,2026-04-08 23:22:59.297929,iap_purchase,Daily Reward,4.99
T_8026948,U_03176,2025-10-31 21:34:41.368136,coin_sink,Daily Reward,1533.0
T_4206473,U_02538,2025-10-06 14:38:03.348334,coin_source,Tournament Entry,533.0
T_9007286,U_08973,2026-06-11 12:15:28.892889,coin_sink,Baloot Room,4159.0
T_9676374,U_06183,2026-02-15 15:58:24.950495,coin_source,Store Bundle,6245.0
T_8258134,U_04807,2026-01-23 10:28:37.371737,coin_source,Daily Reward,9699.0
T_5714392,U_03753,2025-12-09 23:04:50.549054,coin_source,Daily Reward,7115.0
T_8916562,U_06653,2026-03-04 19:44:05.184518,coin_source,Daily Reward,1791.0
T_5144034,U_09195,2026-06-28 14:44:58.109810,coin_source,Tournament Entry,4243.0
T_1757232,U_06163,2026-02-21 22:27:06.642664,iap_purchase,Tournament Entry,9.99
T_2360994,U_00379,2025-07-28 19:09:40.018001,iap_purchase,Tournament Entry,4.99
T_3662378,U_05380,2026-01-17 08:28:30.891089,coin_source,Store Bundle,4431.0
T_1518130,U_00562,2025-08-08 11:29:06.534653,coin_source,Daily Reward,7556.0
T_6607148,U_08302,2026-05-22 00:24:11.665166,coin_source,Tournament Entry,1467.0
T_2860936,U_02606,2025-10-04 02:12:29.594959,coin_sink,Daily Reward,2297.0
T_4744304,U_02052,2025-09-14 20:51:20.468046,coin_source,Store Bundle,5446.0
T_6299210,U_03989,2025-11-26 13:50:14.581458,coin_source,Store Bundle,9718.0
T_6154495,U_05085,2026-01-13 14:01:45.850585,iap_purchase,Tournament Entry,49.99
T_6274451,U_08516,2026-05-20 19:53:09.558955,coin_sink,Tournament Entry,1656.0
T_1118448,U_08680,2026-05-20 19:33:51.683168,iap_purchase,Store Bundle,19.99
T_8241284,U_02059,2025-09-19 02:59:17.875787,coin_sink,Daily Reward,2317.0
T_6777922,U_09413,2026-06-18 13:44:11.665166,coin_sink,Baloot Room,762.0
T_2148673,U_05314,2026-01-13 22:39:12.475247,coin_sink,Store Bundle,1774.0
T_6220126,U_00794,2025-08-30 22:44:14.905490,coin_sink,Daily Reward,3888.0
T_7423667,U_05321,2026-01-18 04:47:09.882988,iap_purchase,Tournament Entry,49.99
T_6932860,U_08242,2026-05-12 19:50:16.741674,coin_sink,Baloot Room,1760.0
T_9161763,U_08727,2026-05-17 12:44:25.706570,coin_source,Tournament Entry,1528.0
T_2764348,U_05600,2026-01-28 09:12:52.277227,iap_purchase,Baloot Room,4.99
T_7013918,U_09282,2026-06-22 18:58:08.748874,coin_sink,Daily Reward,3275.0
T_1288514,U_05208,2026-01-25 01:47:17.443744,coin_source,Baloot Room,7871.0
